Model year,Make,Model,Vehicle class,Engine size (L),Cylinders,Transmission,Fuel type,City (L/100 km),Highway (L/100 km),Combined (L/100 km),Combined (mpg),CO2 emissions (g/km),CO2 rating,Smog rating,Driving_Duration_hrs,Average_Speed_kmh,Acceleration_Pattern,Braking_Pattern,Route_Type,Time_of_Day,Weather_Conditions,Vehicle_Load,Driving_Style,Safety_Features_Usage,Traffic_Violations,Reliability_Rating,Recalls,Service_History,Electronics_Quality,Manufacturer_Reputation_Score,Engine_Quality_Score,Transmission_Quality_Score,Electronics_Quality_Score,Avg_Engine_RPM
2024,BMW,X5 M60i,Sport utility vehicle: Standard,4.4,8,AS,Gasoline,13.8,10.5,12.3,23,285,4,5,3,69,Conservative,Gentle,Highway,Night,Cloudy,Moderate load,Moderate,Airbags,1,7,2,Major repairs,Very Good,10,7,8,10,4138
2024,BMW,X6 xDrive40i,Sport utility vehicle: Standard,3,6,AS,Gasoline,10.3,8.9,9.6,29,223,5,7,4,116,Aggressive,Gentle,Rural,Afternoon,Rainy,Moderate load,Moderate,Airbags,4,11,0,Major repairs,Very Good,8,9,10,10,2594
2024,BMW,X6 M Competition,Sport utility vehicle: Standard,4.4,8,AS,Gasoline,18.2,12.9,15.8,18,366,2,5,6,86,Moderate,Normal,Highway,Afternoon,Cloudy,Light load,Aggressive,Seat belts,0,9,2,Very often,Good,6,8,8,8,3108
2024,BMW,X6 M60i,Sport utility vehicle: Standard,4.4,8,AS,Gasoline,13.8,10.5,12.3,23,285,4,5,2,83,Conservative,Normal,Rural,Night,Snowy,Full load,Moderate,Cruise control,3,10,2,Very often,Very Good,8,10,11,8,4539
2024,BMW,X7 xDrive40i,Sport utility vehicle: Standard,3,6,AS,Gasoline,11.3,9.5,10.5,27,243,5,7,9,141,Conservative,Hard,Highway,Morning,Clear,Light load,Conservative,Cruise control,2,8,1,Minimal maintenance,Good,11,7,6,10,2538
2024,BMW,X7 M60i,Sport utility vehicle: Standard,4.4,8,AS,Gasoline,14.3,11.1,12.9,22,299,4,5,7,147,Conservative,Gentle,Urban,Night,Cloudy,Light load,Aggressive,ABS,1,9,0,Minimal maintenance,Very Good,7,6,6,10,1392
2024,BMW,Z4 sDrive30i,Two-seater,2,4,AS,Gasoline,9.4,7.1,8.4,34,194,6,7,7,81,Moderate,Gentle,Mixed,Evening,Snowy,Moderate load,Moderate,ABS,3,11,2,Regular servicing,Good,11,7,7,7,4616
2024,BMW,Z4 M40i,Two-seater,3,6,AS,Gasoline,10.4,7.5,9.1,31,210,5,5,3,78,Aggressive,Normal,Highway,Afternoon,Cloudy,Moderate load,Aggressive,Cruise control,2,11,2,Very often,Excellent,7,7,10,8,1532
2024,Bugatti,Chiron Super Sport,Two-seater,8,16,AM,Gasoline,30.3,20.9,26.1,11,608,1,1,9,144,Aggressive,Hard,Mixed,Evening,Cloudy,Light load,Moderate,Airbags,4,11,1,Regular servicing,Good,9,7,8,6,2695
2024,Buick,Enclave AWD,Sport utility vehicle: Standard,3.6,6,A,CNG,13.8,9.6,11.9,24,280,4,6,2,148,Moderate,Normal,Rural,Evening,Cloudy,Heavy load,Moderate,Cruise control,4,9,2,Major repairs,Excellent,9,8,9,9,1447
2024,Buick,Encore GX,Sport utility vehicle: Small,1.3,3,AV,CNG,8,7.6,7.8,36,183,6,7,2,75,Moderate,Normal,Highway,Night,Rainy,Light load,Conservative,Seat belts,0,6,0,Regular servicing,Very Good,9,10,7,8,3172
2024,Buick,Encore GX AWD,Sport utility vehicle: Small,1.3,3,A,CNG,9.1,8.4,8.8,32,207,5,7,4,103,Moderate,Normal,Rural,Afternoon,Clear,Heavy load,Conservative,Seat belts,3,8,2,Minimal maintenance,Very Good,6,11,8,10,1910
2024,Buick,Envision AWD,Sport utility vehicle: Small,2,4,AS,CNG,10.8,8.3,9.7,29,229,5,7,4,106,Aggressive,Normal,Urban,Morning,Rainy,Full load,Aggressive,Seat belts,2,6,3,Very often,Average,9,10,6,11,3621
2024,Buick,Envista,Station wagon: Small,1.2,3,A,CNG,8.4,7.4,7.9,36,185,6,7,6,144,Aggressive,Gentle,Rural,Night,Clear,Heavy load,Aggressive,Cruise control,2,11,0,Very often,Very Good,10,11,8,9,3130
2024,Cadillac,CT4,Compact,2,4,AS,Gasoline,10.6,7.3,9.1,31,214,5,7,9,107,Aggressive,Hard,Rural,Afternoon,Clear,Moderate load,Aggressive,Seat belts,4,5,1,Regular servicing,Good,9,9,10,8,3334
2024,Cadillac,CT4,Compact,2.7,4,AS,Gasoline,11,7.6,9.5,30,221,5,6,7,85,Conservative,Gentle,Urban,Afternoon,Cloudy,Light load,Moderate,Airbags,4,8,2,Regular servicing,Average,8,8,11,8,2174
2024,Cadillac,CT4 AWD,Compact,2,4,AS,Gasoline,11,7.6,9.5,30,223,5,7,8,53,Aggressive,Normal,Mixed,Evening,Snowy,Light load,Moderate,Cruise control,0,11,3,Minimal maintenance,Excellent,8,7,8,9,3628
2024,Cadillac,CT4 AWD,Compact,2.7,4,AS,Gasoline,11.3,8.1,9.9,29,231,5,6,5,110,Moderate,Hard,Mixed,Night,Cloudy,Heavy load,Conservative,ABS,1,5,3,Very often,Good,7,9,7,9,4062
2024,Cadillac,CT4-V,Compact,2.7,4,AS,Gasoline,11.8,8.2,10.2,28,236,5,6,3,118,Conservative,Gentle,Highway,Afternoon,Clear,Moderate load,Moderate,Seat belts,0,6,0,Major repairs,Good,8,8,7,6,2075
2024,Cadillac,CT4-V,Compact,3.6,6,AS,Gasoline,15,9.7,12.6,22,297,4,5,2,140,Aggressive,Hard,Mixed,Afternoon,Rainy,Moderate load,Moderate,Cruise control,4,10,3,Major repairs,Good,9,9,8,6,4061
2024,Cadillac,CT4-V,Compact,3.6,6,M,Gasoline,15.2,10.2,13,22,303,4,5,9,74,Moderate,Normal,Rural,Evening,Rainy,Heavy load,Aggressive,Seat belts,3,5,0,Very often,Average,8,8,7,10,2112
2024,Cadillac,CT4-V AWD,Compact,2.7,4,AS,Gasoline,12,8.4,10.4,27,244,5,6,4,82,Moderate,Normal,Urban,Afternoon,Rainy,Light load,Conservative,Cruise control,1,5,2,Minimal maintenance,Average,10,10,10,7,1144
2024,Cadillac,CT5,Mid-size,2,4,AS,Gasoline,10.3,7.1,8.8,32,207,5,7,1,145,Moderate,Normal,Urban,Night,Snowy,Heavy load,Conservative,Seat belts,5,8,2,Regular servicing,Excellent,9,7,9,10,3826
2024,Cadillac,CT5,Mid-size,3,6,AS,Gasoline,12.4,8.7,10.8,26,252,5,5,5,116,Aggressive,Gentle,Highway,Afternoon,Snowy,Light load,Aggressive,Seat belts,3,8,2,Minimal maintenance,Average,8,10,6,9,2912
2024,Cadillac,CT5 AWD,Mid-size,2,4,AS,Gasoline,10.9,7.8,9.5,30,224,5,7,4,62,Moderate,Hard,Highway,Afternoon,Clear,Heavy load,Conservative,ABS,3,6,3,Regular servicing,Good,6,9,9,8,4294
2024,Cadillac,CT5 AWD,Mid-size,3,6,AS,Gasoline,13.1,9.1,11.3,25,265,4,5,1,123,Conservative,Gentle,Urban,Evening,Snowy,Moderate load,Aggressive,Airbags,4,7,0,Minimal maintenance,Average,11,10,11,8,2217
2024,Cadillac,CT5-V,Mid-size,3,6,AS,Gasoline,13.1,8.8,11.2,25,263,4,5,5,53,Aggressive,Gentle,Urban,Night,Rainy,Moderate load,Aggressive,Seat belts,3,7,3,Regular servicing,Very Good,7,6,9,9,1774
2024,Cadillac,CT5-V,Mid-size,6.2,8,AS,Gasoline,17.9,11,14.8,19,347,3,3,10,78,Conservative,Gentle,Rural,Night,Snowy,Heavy load,Aggressive,Cruise control,5,6,3,Very often,Very Good,8,7,6,8,1252
2024,Cadillac,CT5-V,Mid-size,6.2,8,M,Gasoline,18.5,11.4,15.3,18,358,2,3,6,124,Conservative,Gentle,Urban,Afternoon,Clear,Heavy load,Moderate,Seat belts,3,8,1,Very often,Excellent,7,9,8,6,2836
2024,Cadillac,CT5-V AWD,Mid-size,3,6,AS,Gasoline,13.1,9.1,11.3,25,265,4,5,10,106,Aggressive,Gentle,Mixed,Night,Rainy,Full load,Aggressive,Airbags,1,8,2,Regular servicing,Average,9,11,9,9,4878
2024,Cadillac,Escalade 4WD,Sport utility vehicle: Standard,3,6,A,Diesel,11.7,9,10.5,27,281,4,3,3,100,Aggressive,Normal,Highway,Night,Cloudy,Light load,Conservative,ABS,3,10,2,Regular servicing,Good,10,9,9,11,4749
2024,Cadillac,Escalade 4WD,Sport utility vehicle: Standard,6.2,8,A,Gasoline,16.6,13,15,19,350,3,6,10,51,Conservative,Gentle,Highway,Night,Rainy,Moderate load,Aggressive,Airbags,4,8,0,Regular servicing,Excellent,7,9,8,7,1336
2024,Cadillac,Escalade-V AWD,Sport utility vehicle: Standard,6.2,8,AS,Gasoline,20.8,14.7,18.1,16,425,1,3,1,51,Moderate,Normal,Highway,Morning,Snowy,Light load,Conservative,Seat belts,1,9,1,Minimal maintenance,Very Good,9,11,6,7,3667
2024,Cadillac,XT4,Sport utility vehicle: Small,2,4,AS,Gasoline,10,8.1,9.1,31,214,5,7,7,127,Moderate,Hard,Mixed,Afternoon,Clear,Moderate load,Aggressive,Airbags,1,11,0,Very often,Excellent,8,7,8,7,2099
2024,Cadillac,XT4 AWD,Sport utility vehicle: Small,2,4,AS,Gasoline,10.4,8.4,9.5,30,224,5,7,6,150,Aggressive,Gentle,Highway,Afternoon,Clear,Full load,Conservative,Cruise control,5,8,2,Minimal maintenance,Average,11,10,8,7,4509
2024,Cadillac,XT5,Sport utility vehicle: Small,2,4,AS,Gasoline,10.9,8.2,9.7,29,228,5,7,5,74,Aggressive,Gentle,Urban,Morning,Cloudy,Heavy load,Conservative,Airbags,5,8,2,Very often,Excellent,6,10,7,8,2956
2024,Cadillac,XT5 AWD,Sport utility vehicle: Small,2,4,AS,Gasoline,11.2,8.7,10.1,28,237,5,7,8,115,Aggressive,Normal,Rural,Afternoon,Clear,Light load,Conservative,ABS,1,5,2,Minimal maintenance,Very Good,7,11,9,8,4569
2024,Cadillac,XT5 AWD,Sport utility vehicle: Small,3.6,6,AS,CNG,12.9,9.2,11.2,25,264,4,6,6,87,Aggressive,Gentle,Rural,Afternoon,Snowy,Light load,Aggressive,Cruise control,2,10,3,Very often,Very Good,6,11,7,9,4486
2024,Cadillac,XT6 AWD,Sport utility vehicle: Small,2,4,AS,Gasoline,11.2,9,10.2,28,239,5,7,3,142,Conservative,Hard,Highway,Evening,Snowy,Light load,Moderate,Seat belts,0,7,1,Minimal maintenance,Good,8,10,10,9,4896
2024,Cadillac,XT6 AWD,Sport utility vehicle: Small,3.6,6,AS,CNG,13.1,9.5,11.5,25,269,4,6,5,103,Moderate,Gentle,Urban,Night,Cloudy,Heavy load,Moderate,Cruise control,1,6,3,Major repairs,Good,7,10,7,6,2350
2024,Chevrolet,Blazer AWD,Sport utility vehicle: Small,2,4,A,CNG,10.8,8.7,9.9,29,229,5,7,6,107,Conservative,Gentle,Urban,Evening,Clear,Moderate load,Conservative,Cruise control,2,7,2,Major repairs,Excellent,8,10,8,9,1398
2024,Chevrolet,Blazer AWD,Sport utility vehicle: Small,3.6,6,A,CNG,12.8,9.1,11.2,25,262,4,6,7,65,Conservative,Normal,Highway,Night,Cloudy,Full load,Aggressive,Cruise control,0,6,1,Minimal maintenance,Excellent,10,8,10,7,3552
2024,Chevrolet,Camaro,Subcompact,3.6,6,AS,CNG,12.8,8.2,10.7,26,253,5,6,5,61,Moderate,Normal,Mixed,Afternoon,Cloudy,Moderate load,Aggressive,Seat belts,0,8,2,Regular servicing,Good,7,9,7,9,4280
2024,Chevrolet,Camaro,Subcompact,3.6,6,M,CNG,14.3,9,11.9,24,280,4,6,4,82,Aggressive,Gentle,Urban,Night,Cloudy,Full load,Conservative,ABS,2,6,2,Major repairs,Excellent,11,9,10,11,1019
2024,Chevrolet,Camaro SS,Subcompact,6.2,8,AS,Gasoline,14.6,8.9,12,24,281,4,1,2,64,Aggressive,Gentle,Urban,Night,Rainy,Heavy load,Moderate,Seat belts,1,5,2,Major repairs,Average,6,9,9,7,3512
2024,Chevrolet,Camaro SS,Subcompact,6.2,8,M,Gasoline,14.9,9.9,12.6,22,297,4,1,5,95,Moderate,Hard,Rural,Evening,Snowy,Moderate load,Conservative,Airbags,1,7,0,Major repairs,Average,7,9,10,8,4961
2024,Chevrolet,Camaro ZL1,Subcompact,6.2,8,AS,Gasoline,18.3,11.2,15.1,19,355,3,1,5,59,Aggressive,Gentle,Mixed,Morning,Cloudy,Heavy load,Conservative,Seat belts,1,10,1,Regular servicing,Very Good,11,8,9,8,1198
2024,Chevrolet,Camaro ZL1,Subcompact,6.2,8,M,Gasoline,17.2,12,14.9,19,349,3,1,3,61,Aggressive,Hard,Rural,Morning,Cloudy,Full load,Moderate,Airbags,3,5,2,Major repairs,Excellent,8,10,9,7,2674
2024,Chevrolet,Colorado,Pickup truck: Small,2.7,4,A,CNG,11.8,9.9,10.9,26,256,5,7,8,50,Aggressive,Hard,Highway,Evening,Clear,Moderate load,Aggressive,ABS,4,7,0,Regular servicing,Excellent,10,9,11,7,1179
2024,Chevrolet,Colorado (Turbo Plus),Pickup truck: Small,2.7,4,A,CNG,12.3,9.7,11.1,25,261,4,7,4,119,Aggressive,Hard,Urban,Night,Snowy,Light load,Conservative,ABS,5,6,3,Major repairs,Average,7,11,7,9,1846
2024,Chevrolet,Colorado 4WD,Pickup truck: Small,2.7,4,A,CNG,12.7,10.8,11.8,24,278,4,7,9,121,Aggressive,Normal,Mixed,Afternoon,Cloudy,Full load,Conservative,ABS,0,7,2,Regular servicing,Good,10,8,9,10,4857
2024,Chevrolet,Colorado 4WD (Turbo Plus),Pickup truck: Small,2.7,4,A,CNG,13,10.4,11.8,24,277,4,7,8,130,Aggressive,Gentle,Highway,Morning,Clear,Moderate load,Aggressive,Cruise control,0,8,2,Minimal maintenance,Excellent,7,7,6,8,3314
2024,Chevrolet,Colorado 4WD Mud Terrain Tire (Turbo Plus),Pickup truck: Small,2.7,4,A,CNG,14,11.9,13.1,22,307,4,7,9,92,Moderate,Gentle,Mixed,Evening,Snowy,Moderate load,Moderate,Seat belts,4,11,3,Very often,Good,10,10,6,11,2451
2024,Chevrolet,Colorado ZR2 4WD (Turbo Plus),Pickup truck: Small,2.7,4,A,CNG,14.1,13.8,14,20,328,3,7,1,148,Aggressive,Gentle,Highway,Morning,Cloudy,Light load,Moderate,ABS,2,10,3,Regular servicing,Very Good,10,8,8,7,2738
2024,Chevrolet,Colorado ZR2 Bison 4WD (Turbo Plus),Pickup truck: Small,2.7,4,A,CNG,14.8,15.1,14.9,19,350,3,7,9,117,Moderate,Gentle,Mixed,Night,Snowy,Full load,Conservative,Seat belts,0,5,2,Very often,Average,6,7,10,7,3721
2024,Chevrolet,Corvette,Two-seater,6.2,8,AS,Gasoline,15,9.4,12.5,23,295,4,5,3,148,Aggressive,Hard,Mixed,Afternoon,Clear,Full load,Conservative,Seat belts,3,8,3,Major repairs,Good,8,9,6,7,2819
2024,Chevrolet,Corvette E-Ray,Two-seater,6.2,8,AS,Gasoline,15.1,9.7,12.7,22,298,4,3,3,63,Conservative,Hard,Urban,Night,Cloudy,Moderate load,Aggressive,Seat belts,1,8,2,Major repairs,Average,7,7,8,10,4874
2024,Chevrolet,Corvette Z06,Two-seater,5.5,8,AS,Gasoline,19.4,11.4,15.8,18,371,2,3,6,85,Moderate,Gentle,Highway,Morning,Clear,Full load,Conservative,ABS,0,9,2,Major repairs,Excellent,7,9,7,9,1218
2024,Chevrolet,Corvette Z06 Carbon Aero,Two-seater,5.5,8,AS,Gasoline,20,12.7,16.7,17,392,2,3,1,114,Conservative,Hard,Rural,Night,Rainy,Full load,Aggressive,Cruise control,1,8,3,Very often,Very Good,10,6,8,7,4333
2024,Chevrolet,Equinox,Sport utility vehicle: Small,1.5,4,A,CNG,9.2,7.7,8.5,33,193,6,7,7,57,Moderate,Normal,Highway,Evening,Clear,Heavy load,Moderate,Cruise control,0,11,2,Very often,Very Good,9,7,10,7,4866
2024,Chevrolet,Equinox AWD,Sport utility vehicle: Small,1.5,4,A,CNG,9.7,7.9,8.9,32,207,5,7,10,105,Conservative,Hard,Highway,Evening,Snowy,Moderate load,Conservative,Seat belts,1,5,2,Very often,Average,9,9,9,10,2641
2024,Chevrolet,Malibu,Mid-size,1.5,4,AV,CNG,8.4,6.7,7.7,37,178,6,7,4,140,Aggressive,Hard,Highway,Afternoon,Rainy,Moderate load,Aggressive,Cruise control,0,10,3,Major repairs,Average,10,11,7,6,4789
2024,Chevrolet,Silverado,Pickup truck: Standard,2.7,4,A,CNG,12.9,10.9,12,24,281,4,7,5,59,Conservative,Hard,Urban,Afternoon,Snowy,Moderate load,Moderate,Cruise control,1,8,1,Major repairs,Excellent,11,10,7,9,2828
2024,Chevrolet,Silverado (With Sport Mode),Pickup truck: Standard,2.7,4,A,CNG,13.4,11.2,12.5,23,292,4,7,9,81,Conservative,Normal,Urban,Afternoon,Rainy,Heavy load,Aggressive,Seat belts,2,7,0,Regular servicing,Good,7,9,8,9,3455
2024,Chevrolet,Silverado,Pickup truck: Standard,3,6,A,Diesel,10.1,8.1,9.2,31,247,5,5,6,68,Aggressive,Normal,Highway,Night,Clear,Light load,Moderate,Airbags,0,6,3,Very often,Good,8,8,8,9,1858
2024,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A,CNG,14.7,11.4,13.2,21,309,4,7,7,112,Aggressive,Hard,Mixed,Afternoon,Rainy,Heavy load,Moderate,ABS,4,11,2,Major repairs,Good,10,8,8,8,3393
2024,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A,CNG,14.3,11.7,13.1,22,308,4,5,5,103,Conservative,Gentle,Mixed,Night,Snowy,Heavy load,Aggressive,Cruise control,3,7,0,Very often,Average,7,8,9,7,1059
2024,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A,Hybrid,19.6,15.3,17.7,16,293,4,5,8,131,Aggressive,Normal,Rural,Morning,Cloudy,Heavy load,Moderate,Airbags,3,8,0,Minimal maintenance,Average,11,11,9,8,4524
2024,Chevrolet,Silverado 4WD,Pickup truck: Standard,2.7,4,A,CNG,13.2,11.2,12.3,23,289,4,7,6,127,Conservative,Gentle,Urban,Night,Rainy,Light load,Conservative,Cruise control,5,11,1,Very often,Good,9,9,9,8,1764
2024,Chevrolet,Silverado 4WD (With Sport Mode),Pickup truck: Standard,2.7,4,A,CNG,14,12.7,13.4,21,314,4,7,9,69,Conservative,Gentle,Highway,Morning,Snowy,Light load,Moderate,Airbags,1,8,2,Regular servicing,Very Good,10,8,6,8,1883
2024,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,2.7,4,A,CNG,14.9,13.9,14.4,20,337,3,7,9,57,Conservative,Normal,Urban,Evening,Clear,Light load,Aggressive,Cruise control,3,8,2,Very often,Good,6,7,6,7,2948
2024,Chevrolet,Silverado 4WD Mud Terrain Tire (With Sport Mode),Pickup truck: Standard,2.7,4,A,CNG,14.6,13.6,14.2,20,332,3,7,8,57,Aggressive,Hard,Rural,Night,Rainy,Light load,Aggressive,ABS,2,5,2,Very often,Average,10,7,7,7,2622
2024,Chevrolet,Silverado 4WD,Pickup truck: Standard,3,6,A,Diesel,11,9.7,10.4,27,280,4,5,9,109,Aggressive,Normal,Mixed,Afternoon,Clear,Heavy load,Moderate,ABS,4,9,3,Major repairs,Excellent,7,7,8,7,3431
2024,Chevrolet,Silverado 4WD (With Sport Mode),Pickup truck: Standard,3,6,A,Diesel,10.4,8.7,9.6,29,259,4,5,1,138,Moderate,Hard,Rural,Night,Rainy,Full load,Aggressive,Seat belts,1,7,2,Major repairs,Excellent,9,10,10,9,2149
2024,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,3,6,A,Diesel,11.3,10.4,10.9,26,293,4,5,7,101,Moderate,Hard,Urban,Evening,Snowy,Moderate load,Moderate,ABS,2,11,3,Regular servicing,Good,10,10,10,7,2387
2024,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A,CNG,15.5,12.6,14.2,20,332,3,7,3,72,Moderate,Normal,Rural,Night,Rainy,Moderate load,Aggressive,Airbags,2,11,1,Very often,Excellent,9,7,10,10,2998
2024,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A,CNG,15.2,12.2,13.9,20,326,3,5,4,66,Conservative,Normal,Highway,Night,Rainy,Full load,Aggressive,Seat belts,5,9,3,Major repairs,Excellent,6,8,9,7,1518
2024,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A,Hybrid,21.3,16.6,19.2,15,318,3,5,2,62,Moderate,Hard,Highway,Morning,Cloudy,Light load,Aggressive,Seat belts,1,6,1,Major repairs,Average,10,7,9,10,4465
2024,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8,A,CNG,15.8,13.1,14.6,19,342,3,7,3,75,Conservative,Normal,Rural,Morning,Snowy,Heavy load,Aggressive,Cruise control,0,8,0,Very often,Good,6,10,11,10,4375
2024,Chevrolet,Silverado 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A,CNG,15.2,12.2,13.9,20,326,3,5,2,118,Conservative,Hard,Highway,Morning,Rainy,Full load,Moderate,Cruise control,0,9,2,Regular servicing,Very Good,8,8,10,11,1262
2024,Chevrolet,Silverado 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A,Hybrid,21.3,16.6,19.2,15,318,3,5,5,111,Aggressive,Hard,Highway,Morning,Rainy,Light load,Aggressive,ABS,4,6,0,Minimal maintenance,Excellent,11,7,6,11,2622
2024,Chevrolet,Silverado 4WD,Pickup truck: Standard,6.2,8,A,Gasoline,15.6,11.9,13.9,20,327,3,6,4,102,Moderate,Gentle,Highway,Evening,Snowy,Full load,Moderate,Airbags,5,6,2,Very often,Excellent,10,9,9,7,1450
2024,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8,A,Gasoline,17.1,14,15.7,18,367,2,6,8,114,Conservative,Normal,Rural,Night,Clear,Full load,Conservative,ABS,0,6,3,Very often,Average,8,9,7,10,4742
2024,Chevrolet,Silverado 4WD ZR2,Pickup truck: Standard,3,6,A,Diesel,11.9,10.8,11.4,25,306,4,5,2,137,Moderate,Hard,Urban,Night,Cloudy,Moderate load,Aggressive,ABS,3,6,0,Regular servicing,Excellent,8,11,7,9,2355
2024,Chevrolet,Silverado 4WD ZR2,Pickup truck: Standard,6.2,8,A,Gasoline,16.8,14.1,15.6,18,367,2,6,8,119,Conservative,Hard,Urban,Evening,Rainy,Heavy load,Aggressive,Airbags,3,5,2,Very often,Average,6,8,8,10,3288
2024,Chevrolet,Suburban,Sport utility vehicle: Standard,3,6,A,Diesel,11.2,8.7,10.1,28,272,4,3,8,135,Conservative,Normal,Urban,Morning,Cloudy,Full load,Conservative,Airbags,1,11,2,Major repairs,Excellent,8,8,7,6,4277
2024,Chevrolet,Suburban,Sport utility vehicle: Standard,5.3,8,A,CNG,15.8,11.8,14,20,327,3,6,7,95,Moderate,Gentle,Highway,Afternoon,Cloudy,Moderate load,Conservative,Airbags,5,8,3,Regular servicing,Very Good,10,8,10,10,4209
2024,Chevrolet,Suburban 4WD,Sport utility vehicle: Standard,3,6,A,Diesel,11.7,9,10.5,27,281,4,3,2,82,Aggressive,Hard,Mixed,Night,Rainy,Moderate load,Aggressive,Seat belts,5,8,3,Major repairs,Very Good,10,10,9,6,2905
2024,Chevrolet,Suburban 4WD,Sport utility vehicle: Standard,5.3,8,A,CNG,16.2,13.2,14.8,19,346,3,6,2,112,Aggressive,Normal,Highway,Evening,Clear,Heavy load,Conservative,Airbags,2,11,1,Very often,Average,7,6,10,9,3921
2024,Chevrolet,Suburban 4WD,Sport utility vehicle: Standard,6.2,8,A,Gasoline,16.6,13,15,19,350,3,6,9,126,Aggressive,Normal,Urban,Evening,Cloudy,Light load,Aggressive,Cruise control,0,6,1,Very often,Very Good,8,7,9,8,3166
2024,Chevrolet,Tahoe,Sport utility vehicle: Standard,3,6,A,Diesel,11,8.4,9.8,29,263,4,3,8,137,Aggressive,Normal,Urban,Morning,Rainy,Heavy load,Aggressive,ABS,0,7,2,Very often,Very Good,9,7,8,7,2810
2024,Chevrolet,Tahoe,Sport utility vehicle: Standard,5.3,8,A,CNG,15.8,11.8,14,20,327,3,6,8,66,Moderate,Gentle,Highway,Evening,Snowy,Full load,Aggressive,ABS,2,9,2,Regular servicing,Very Good,8,7,10,9,1552
2024,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,3,6,A,Diesel,11.7,9,10.5,27,281,4,3,3,58,Moderate,Normal,Urban,Night,Clear,Heavy load,Moderate,Cruise control,0,8,0,Minimal maintenance,Excellent,10,8,8,9,1331
2024,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,5.3,8,A,CNG,15.8,11.8,14,20,327,3,6,7,75,Aggressive,Normal,Rural,Afternoon,Snowy,Full load,Aggressive,Cruise control,2,6,0,Regular servicing,Good,9,8,8,10,2458
2024,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,6.2,8,A,Gasoline,16.6,13,15,19,350,3,6,3,127,Aggressive,Hard,Mixed,Night,Clear,Heavy load,Moderate,Cruise control,1,7,2,Very often,Good,9,8,6,9,2632
2024,Chevrolet,Trailblazer,Sport utility vehicle: Small,1.2,3,AV,CNG,7.8,7.7,7.8,36,183,6,7,5,51,Moderate,Gentle,Urban,Morning,Clear,Heavy load,Aggressive,Airbags,5,11,1,Minimal maintenance,Very Good,9,10,10,10,4162
2024,Chevrolet,Trailblazer,Sport utility vehicle: Small,1.3,3,AV,CNG,8.1,7.2,7.7,37,181,6,7,2,127,Aggressive,Hard,Urban,Night,Clear,Heavy load,Moderate,Airbags,3,8,1,Minimal maintenance,Excellent,6,11,11,10,1154
2024,Chevrolet,Trailblazer AWD,Sport utility vehicle: Small,1.3,3,A,CNG,9,8.1,8.6,33,204,5,7,4,59,Conservative,Hard,Rural,Afternoon,Clear,Heavy load,Aggressive,Airbags,0,10,2,Major repairs,Average,11,6,10,8,3437
2024,Chevrolet,Traverse AWD,Sport utility vehicle: Standard,2.5,4,A,CNG,12.4,9.9,11.3,25,264,4,6,9,140,Conservative,Gentle,Rural,Morning,Cloudy,Heavy load,Conservative,Cruise control,4,8,3,Major repairs,Excellent,11,8,11,9,3658
2024,Chevrolet,Traverse Limited AWD,Sport utility vehicle: Standard,3.6,6,A,CNG,13.8,9.6,11.9,24,280,4,6,6,115,Moderate,Normal,Highway,Evening,Snowy,Full load,Aggressive,Airbags,0,8,3,Minimal maintenance,Good,8,8,7,11,1895
2024,Chevrolet,Trax,Station wagon: Small,1.2,3,A,CNG,8.3,7.4,7.9,36,185,6,7,2,97,Aggressive,Normal,Rural,Afternoon,Rainy,Light load,Moderate,Airbags,0,6,0,Major repairs,Very Good,8,7,9,8,2657
2024,Chrysler,Grand Caravan,Minivan,3.6,6,A,CNG,12.4,8.4,10.6,27,249,5,7,2,108,Conservative,Hard,Urban,Evening,Clear,Light load,Aggressive,Airbags,5,10,1,Major repairs,Very Good,11,7,9,10,4343
2024,Chrysler,Pacifica,Minivan,3.6,6,A,CNG,12.4,8.4,10.6,27,249,5,7,3,147,Aggressive,Hard,Mixed,Morning,Cloudy,Moderate load,Conservative,Airbags,2,6,0,Major repairs,Very Good,9,7,10,10,2192
2024,Chrysler,Pacifica AWD,Minivan,3.6,6,A,CNG,14.1,9.4,12,24,279,4,7,8,141,Aggressive,Gentle,Rural,Afternoon,Cloudy,Full load,Moderate,Seat belts,3,5,2,Minimal maintenance,Very Good,8,9,8,8,4318
